pathway,pathway_label,database,NES_Cancer_vs_Healthy,NES_Training_CR,padj_Cancer_vs_Healthy,padj_Training_CR,significance,set_size
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,Fatty Acid Derivative Biosynthetic Process,GO:BP,-1.022,-1.724,0.6439,0.2807,NS,16
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,Env Factor Iron To Anterograde Axonal Transport,KEGG,1.457,-1.289,0.115,0.2657,NS,11
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION,Regulation Of Lymphocyte Migration,GO:BP,1.532,-1.212,0.1464,0.911,NS,13
REACTOME_ONCOGENIC_MAPK_SIGNALING,Oncogenic Mapk Signaling,Reactome,1.448,1.295,0.1238,0.6547,NS,34
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III,Sealing Of The Nuclear Envelope Ne By Escrt Iii,Reactome,1.469,-1.273,0.1441,0.7047,NS,16
GOBP_NUTRIENT_STORAGE,Nutrient Storage,GO:BP,1.448,-1.291,0.2077,0.836,NS,16
WP_FERROPTOSIS,Wp Ferroptosis,WikiPathways,1.264,1.469,0.3588,0.3283,NS,26
GOBP_NADP_METABOLIC_PROCESS,Nadp Metabolic Process,GO:BP,1.224,-1.507,0.4315,0.5736,NS,21
GOBP_REGULATED_EXOCYTOSIS,Regulated Exocytosis,GO:BP,1.524,-1.205,0.1359,0.8842,NS,26
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING,Positive Regulation Of Cell Killing,GO:BP,1.564,-1.164,0.1342,0.9526,NS,11
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,Positive Regulation Of Mononuclear Cell Migration,GO:BP,1.534,-1.193,0.1464,0.911,NS,15
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,Unsaturated Fatty Acid Metabolic Process,GO:BP,1.101,-1.626,0.5522,0.2927,NS,29
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,Negative Regulation Of Response To Wounding,GO:BP,1.695,-1.031,0.05776,1,NS,18
GOBP_REGULATION_OF_GTPASE_ACTIVITY,Regulation Of Gtpase Activity,GO:BP,1.607,-1.119,0.09928,0.959,NS,23
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,Positive Regulation Of Cell Development,GO:BP,1.367,-1.358,0.2129,0.6662,NS,58
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,Myeloid Leukocyte Differentiation,GO:BP,1.472,-1.253,0.1799,0.8308,NS,24
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,Trafficking Of Ampa Receptors,Reactome,-1.176,1.549,0.3897,0.4482,NS,10
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,Regulation Of Rho Protein Signal Transduction,GO:BP,1.689,-1.032,0.07376,1,NS,13
WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION,Wp Mitochondrial Long Chain Fatty Acid Betaoxidation,WikiPathways,-1.511,-1.208,0.1843,0.7624,NS,15
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,Alpha Beta T Cell Activation,GO:BP,1.674,-1.04,0.06393,1,NS,22
GOBP_STRESS_GRANULE_ASSEMBLY,Stress Granule Assembly,GO:BP,-1.499,1.214,0.189,0.9096,NS,14
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,Alternative Mrna Splicing Via Spliceosome,GO:BP,1.31,1.402,0.3366,0.7315,NS,19
GOBP_VIRAL_TRANSLATION,Viral Translation,GO:BP,-1.699,1.011,0.09397,1,NS,12
BIOCARTA_P38MAPK_PATHWAY,Biocarta P38mapk Pathway,BioCarta,-1.567,1.141,0.2231,0.9749,NS,11
KEGG_MEDICUS_REFERENCE_COPI_VESICLE_FORMATION,Reference Copi Vesicle Formation,KEGG,1.347,1.361,0.1638,0.2275,NS,13
GOBP_RESPONSE_TO_ESTRADIOL,Response To Estradiol,GO:BP,0.98,-1.727,0.7097,0.2807,NS,22
WP_NRF2_PATHWAY,Wp Nrf2 Pathway,WikiPathways,1.611,-1.096,0.07349,0.8206,NS,34
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,Embryonic Organ Development,GO:BP,1.45,-1.256,0.1799,0.8281,NS,32
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,Signaling By Braf And Raf1 Fusions,Reactome,1.503,1.203,0.1038,0.7671,NS,31
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,Negative Regulation Of Macroautophagy,GO:BP,-1.164,1.541,0.4873,0.5736,NS,11
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,Striated Muscle Cell Apoptotic Process,GO:BP,-1.542,1.162,0.1729,0.9581,NS,11
GOBP_INTERLEUKIN_1_PRODUCTION,Interleukin 1 Production,GO:BP,1.384,1.316,0.2749,0.8353,NS,14
GOBP_EMBRYONIC_EPITHELIAL_TUBE_FORMATION,Embryonic Epithelial Tube Formation,GO:BP,0.952,-1.747,0.7334,0.2807,NS,12
GOBP_NEURAL_TUBE_FORMATION,Neural Tube Formation,GO:BP,0.952,-1.747,0.7334,0.2807,NS,12
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,G Alpha Q Signalling Events,Reactome,1.632,-1.065,0.06757,0.9398,NS,17
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH,Reference Promotion Of Microtubule Growth,KEGG,1.22,-1.475,0.2541,0.2078,NS,15
KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT,Env Factor Zn To Anterograde Axonal Transport,KEGG,1.425,-1.269,0.1205,0.2824,NS,12
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION,Regulation Of Skeletal Muscle Adaptation,GO:BP,-1.201,1.492,0.4597,0.6741,NS,10
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Positive Regulation Of Cell Substrate Junction Organization,GO:BP,1.59,1.099,0.1197,0.9921,NS,11
REACTOME_PLATELET_HOMEOSTASIS,Platelet Homeostasis,Reactome,1.355,-1.332,0.2044,0.6253,NS,23
GOBP_REGULATION_OF_EXOCYTOSIS,Regulation Of Exocytosis,GO:BP,1.335,-1.35,0.2775,0.7315,NS,34
GOBP_MEMBRANE_BIOGENESIS,Membrane Biogenesis,GO:BP,1.475,-1.209,0.1707,0.8756,NS,27
GOBP_NEGATIVE_REGULATION_OF_SECRETION,Negative Regulation Of Secretion,GO:BP,1.623,-1.059,0.08833,1,NS,23
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Negative Regulation Of Nucleocytoplasmic Transport,GO:BP,1.499,-1.182,0.1827,0.9371,NS,10
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_VGCC_CA2_APOPTOTIC_PATHWAY,Variant Mutation Caused Aberrant Snca To Vgcc Ca2 Apoptotic Pathway,KEGG,-1.029,1.652,0.4404,0.1161,NS,10
GOBP_AUTOPHAGY_OF_MITOCHONDRION,Autophagy Of Mitochondrion,GO:BP,-1.392,1.287,0.1974,0.8145,NS,37
GOBP_REGULATION_OF_VASOCONSTRICTION,Regulation Of Vasoconstriction,GO:BP,1.178,-1.501,0.4828,0.6883,NS,10
GOBP_CARTILAGE_DEVELOPMENT,Cartilage Development,GO:BP,1.709,0.967,0.05428,1,NS,16
GOBP_OSTEOCLAST_DIFFERENTIATION,Osteoclast Differentiation,GO:BP,1.491,-1.182,0.189,0.9339,NS,11
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,Antigen Processing And Presentation Of Peptide Or Polysaccharide Antigen Via Mhc Class Ii,GO:BP,1.61,-1.062,0.1119,1,NS,11
WP_G13_SIGNALING,Wp G13 Signaling,WikiPathways,1.495,1.177,0.1843,0.8206,NS,15
HALLMARK_UV_RESPONSE_DN,UV Response Dn,Hallmark,1.505,-1.167,0.09136,0.4865,NS,22
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,Regulation Of Hydrolase Activity,GO:BP,1.58,-1.091,0.07361,0.9708,NS,46
GOBP_GLOMERULUS_DEVELOPMENT,Glomerulus Development,GO:BP,1.563,1.108,0.1367,0.9911,NS,10
GOBP_MYELOID_CELL_DEVELOPMENT,Myeloid Cell Development,GO:BP,1.576,-1.093,0.1224,0.9921,NS,13
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,Intrinsic Apoptotic Signaling Pathway By p53 Class Mediator,GO:BP,1.329,-1.34,0.3228,0.8131,NS,14
REACTOME_RHOU_GTPASE_CYCLE,Rhou Gtpase Cycle,Reactome,1.172,1.497,0.3961,0.5018,NS,14
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS,Negative Regulation Of Hemopoiesis,GO:BP,1.729,-0.938,0.05154,1,NS,14
GOBP_PEPTIDE_TRANSPORT,Peptide Transport,GO:BP,1.137,-1.53,0.4989,0.3515,NS,45
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,Er To Golgi Anterograde Transport,Reactome,1.411,1.255,0.1056,0.6359,NS,68
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,Transport To The Golgi And Subsequent Modification,Reactome,1.411,1.255,0.1056,0.6359,NS,68
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,Cardiac Muscle Cell Action Potential,GO:BP,-1.731,-0.934,0.06393,1,NS,21
GOBP_RNA_EXPORT_FROM_NUCLEUS,RNA Export From Nucleus,GO:BP,1.574,-1.09,0.1187,0.9908,NS,20
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,Regulation Of Cell Morphogenesis,GO:BP,1.617,-1.045,0.05764,1,NS,40
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,Natural Killer Cell Mediated Immunity,GO:BP,1.321,-1.338,0.332,0.8131,NS,14
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Extrinsic Apoptotic Signaling Pathway,GO:BP,1.621,-1.037,0.06393,1,NS,41
GOBP_PROTEIN_NEDDYLATION,Protein Neddylation,GO:BP,-1.686,0.972,0.08858,1,NS,17
GOBP_CHLORIDE_TRANSPORT,Chloride Transport,GO:BP,1.392,-1.266,0.2679,0.8756,NS,11
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,Long Chain Fatty Acid Metabolic Process,GO:BP,-0.943,-1.715,0.7499,0.2807,NS,26
GOBP_NEPHRON_DEVELOPMENT,Nephron Development,GO:BP,1.734,0.923,0.05115,1,NS,15
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,Cooperation Of Prefoldin And Tric Cct In Actin And Tubulin Folding,Reactome,1.087,-1.569,0.4982,0.38,NS,24
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,Positive Regulation Of Lipid Localization,GO:BP,1.454,-1.199,0.1953,0.8931,NS,20
GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,Regulation Of Amyloid Precursor Protein Catabolic Process,GO:BP,1.297,-1.352,0.355,0.8066,NS,14
WP_MIRTARGETED_GENES_IN_SQUAMOUS_CELL,Wp Mirtargeted Genes In Squamous Cell,WikiPathways,1.446,1.2,0.1541,0.7212,NS,47
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,Biological Process Involved In Interaction With Host,GO:BP,1.464,-1.181,0.1435,0.8687,NS,48
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,Regulation Of Leukocyte Mediated Immunity,GO:BP,1.481,-1.164,0.1636,0.911,NS,28
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Response To Reactive Oxygen Species,GO:BP,1.538,-1.104,0.08007,0.9527,NS,57
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,Negative Regulation Of Immune Effector Process,GO:BP,1.653,-0.986,0.08046,1,NS,17
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT,Reference Retrograde Axonal Transport,KEGG,1.563,-1.076,0.07114,0.4479,NS,15
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT,Variant Mutation Caused Aberrant Htt To Retrograde Axonal Transport,KEGG,1.563,-1.076,0.07114,0.4479,NS,15
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Regulation Of Neuron Projection Development,GO:BP,1.512,-1.125,0.09769,0.9333,NS,57
GOBP_NADH_METABOLIC_PROCESS,NADH Metabolic Process,GO:BP,-1.539,-1.098,0.1143,0.9708,NS,28
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,Smooth Muscle Cell Proliferation,GO:BP,1.446,1.191,0.1953,0.911,NS,25
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY,Pid P38 Alpha Beta Downstream Pathway,PID,-1.552,-1.085,0.1659,0.9596,NS,11
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,Variant Mutation Caused Aberrant Abeta To Anterograde Axonal Transport,KEGG,1.502,-1.134,0.08525,0.3954,NS,13
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,Rab Gefs Exchange Gtp For Gdp On Rabs,Reactome,1.223,-1.413,0.338,0.5474,NS,20
GOBP_RESPONSE_TO_ALCOHOL,Response To Alcohol,GO:BP,1.298,-1.337,0.296,0.7063,NS,52
PID_LYSOPHOSPHOLIPID_PATHWAY,Pid Lysophospholipid Pathway,PID,1.497,-1.137,0.1659,0.9596,NS,19
PID_TXA2PATHWAY,Pid Txa2pathway,PID,1.377,-1.257,0.2604,0.9243,NS,14
GOBP_BASEMENT_MEMBRANE_ORGANIZATION,Basement Membrane Organization,GO:BP,1.511,-1.122,0.1603,0.9708,NS,15
PID_ARF6_TRAFFICKING_PATHWAY,Pid Arf6 Trafficking Pathway,PID,1.459,-1.173,0.2155,0.9596,NS,13
REACTOME_RHO_GTPASES_ACTIVATE_CIT,Rho Gtpases Activate Cit,Reactome,1.434,1.198,0.1662,0.7866,NS,12
BIOCARTA_INTEGRIN_PATHWAY,Biocarta Integrin Pathway,BioCarta,1.864,-0.767,0.05079,0.9749,NS,22
HALLMARK_ANDROGEN_RESPONSE,Androgen Response,Hallmark,1.5,-1.131,0.07828,0.4865,NS,34
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,Metabolism Of Vitamins And Cofactors,Reactome,1.313,-1.318,0.1851,0.5474,NS,65
GOBP_DETECTION_OF_ABIOTIC_STIMULUS,Detection Of Abiotic Stimulus,GO:BP,1.414,1.211,0.2426,0.9155,NS,15
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,Regulation Of Peptidyl Tyrosine Phosphorylation,GO:BP,1.259,1.366,0.4006,0.8131,NS,11
GOBP_LYMPHOCYTE_MIGRATION,Lymphocyte Migration,GO:BP,1.56,-1.064,0.1269,1,NS,16
GOBP_B_CELL_ACTIVATION,B Cell Activation,GO:BP,1.441,-1.183,0.2077,0.911,NS,23
REACTOME_RHOQ_GTPASE_CYCLE,Rhoq Gtpase Cycle,Reactome,1.516,1.107,0.1164,0.9127,NS,16
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,Inorganic Ion Import Across Plasma Membrane,GO:BP,-1.459,-1.163,0.2316,0.9526,NS,11
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,Wp Myometrial Relaxation And Contraction Pathways,WikiPathways,1.282,-1.339,0.3279,0.4665,NS,39
WP_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES,Wp Fatty Acid And Lipoprotein Transport In Hepatocytes,WikiPathways,1.446,-1.174,0.1038,0.6717,NS,103
WP_13Q1212_COPY_NUMBER_VARIATION,Wp 13q1212 Copy Number Variation,WikiPathways,-1.389,-1.231,0.2829,0.7212,NS,17
GOBP_MRNA_EXPORT_FROM_NUCLEUS,Mrna Export From Nucleus,GO:BP,1.374,-1.245,0.2847,0.8867,NS,15
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,Glycerophospholipid Metabolic Process,GO:BP,-1.324,1.294,0.2679,0.8145,NS,33
GOBP_MITOCHONDRIAL_DEPOLARIZATION,Mitochondrial Depolarization,GO:BP,1.718,0.9,0.05546,1,NS,12
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,Eukaryotic Translation Initiation,Reactome,-1.275,1.342,0.1469,0.5018,NS,98
GOBP_OLIGODENDROCYTE_DIFFERENTIATION,Oligodendrocyte Differentiation,GO:BP,1.193,-1.422,0.4662,0.7591,NS,12
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II,Wp Metapathway Biotransformation Phase I And Ii,WikiPathways,1.144,-1.471,0.5019,0.3161,NS,27
WP_IL1_SIGNALING,Wp Il1 Signaling,WikiPathways,-1.348,1.266,0.3155,0.7087,NS,18
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,Negative Regulation Of Intracellular Protein Transport,GO:BP,1.479,-1.134,0.1984,0.9708,NS,11
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,Fatty Acid Derivative Metabolic Process,GO:BP,-1.288,-1.325,0.3209,0.8033,NS,23
GOBP_AMINE_METABOLIC_PROCESS,Amine Metabolic Process,GO:BP,1.394,-1.218,0.2563,0.8912,NS,18
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,Sig Regulation Of The Actin Cytoskeleton By Rho Gtpases,Other,1.203,1.409,0.4825,0.5214,NS,20
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,Cellular Response To Molecule Of Bacterial Origin,GO:BP,1.597,1.014,0.08482,1,NS,32
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY,Response To Muscle Activity,GO:BP,1.598,-1.013,0.1138,1,NS,12
GOBP_VASOCONSTRICTION,Vasoconstriction,GO:BP,1.282,-1.328,0.3744,0.8145,NS,12
GOBP_REGULATION_OF_STEROL_TRANSPORT,Regulation Of Sterol Transport,GO:BP,1.679,-0.93,0.07794,1,NS,13
GOBP_TUBE_FORMATION,Tube Formation,GO:BP,1.195,-1.414,0.4646,0.7099,NS,15
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING,Negative Regulation Of Torc1 Signaling,GO:BP,-0.961,-1.647,0.7181,0.3477,NS,15
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION,Wp Nocgmppkg Mediated Neuroprotection,WikiPathways,-1.472,1.136,0.232,0.8206,NS,11
GOBP_EPIDERMAL_CELL_DIFFERENTIATION,Epidermal Cell Differentiation,GO:BP,1.435,-1.171,0.2112,0.911,NS,23
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,Myeloid Leukocyte Activation,GO:BP,1.623,0.982,0.07766,1,NS,30
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,Negative Regulation Of Cellular Response To Growth Factor Stimulus,GO:BP,1.637,-0.967,0.09397,1,NS,12
HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Hallmark,-1.181,-1.423,0.234,0.1212,NS,101
KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY,Reference Tlr2 4 Mapk Signaling Pathway,KEGG,-1.555,1.048,0.08404,0.5027,NS,10
PID_ILK_PATHWAY,Pid Ilk Pathway,PID,1.539,1.064,0.162,0.9596,NS,23
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,Cardiac Muscle Cell Membrane Repolarization,GO:BP,-1.175,-1.426,0.476,0.7822,NS,11
WP_TOLLLIKE_RECEPTOR_SIGNALING,Wp Tolllike Receptor Signaling,WikiPathways,-1.332,1.269,0.3162,0.7087,NS,16
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,Regulation Of Transporter Activity,GO:BP,-1.506,-1.093,0.1499,0.9877,NS,24
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,Regulation Of Cell Cycle G1 S Phase Transition,GO:BP,1.076,1.523,0.5877,0.5465,NS,20
KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION,Reference Isoleucine Degradation,KEGG,-1.618,-0.981,0.07114,0.5755,NS,10
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Protein Localization To Plasma Membrane,GO:BP,1.312,-1.285,0.2563,0.7315,NS,75
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Actomyosin Structure Organization,GO:BP,1.269,1.327,0.2916,0.6993,NS,85
GOBP_ICOSANOID_METABOLIC_PROCESS,Icosanoid Metabolic Process,GO:BP,1.232,-1.364,0.4019,0.7306,NS,28
WP_ANDROGEN_RECEPTOR_SIGNALING,Wp Androgen Receptor Signaling,WikiPathways,1.204,-1.392,0.4393,0.4822,NS,20
GOBP_CELL_CELL_RECOGNITION,Cell Cell Recognition,GO:BP,1.63,0.965,0.09245,1,NS,15
GOBP_PROTEIN_METHYLATION,Protein Methylation,GO:BP,-1.668,0.927,0.09676,1,NS,16
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Asparagine N Linked Glycosylation,Reactome,1.301,1.291,0.1739,0.5474,NS,100
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,Hallmark,1.545,-1.046,0.07828,0.625,NS,21
WP_INTEGRINMEDIATED_CELL_ADHESION,Wp Integrinmediated Cell Adhesion,WikiPathways,1.575,-1.014,0.08445,0.9352,NS,40
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,Amyloid Precursor Protein Metabolic Process,GO:BP,1.217,-1.369,0.4361,0.8033,NS,17
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,Mitf M Regulated Melanocyte Development,Reactome,-1.312,1.274,0.1936,0.6726,NS,36
PID_A6B1_A6B4_INTEGRIN_PATHWAY,Pid A6b1 A6b4 Integrin Pathway,PID,1.674,-0.912,0.1057,0.9596,NS,18
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Negative Regulation Of Neuron Projection Development,GO:BP,1.622,0.963,0.09686,1,NS,14
GOBP_SENSORY_ORGAN_MORPHOGENESIS,Sensory Organ Morphogenesis,GO:BP,1.594,0.991,0.1038,1,NS,22
WP_CARDIAC_HYPERTROPHIC_RESPONSE,Wp Cardiac Hypertrophic Response,WikiPathways,-1.104,1.481,0.5321,0.3778,NS,16
WP_MRNA_PROCESSING,Wp Mrna Processing,WikiPathways,1.365,1.219,0.2516,0.7087,NS,42
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,Positive Regulation Of Intracellular Transport,GO:BP,1.295,-1.289,0.3169,0.8033,NS,34
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,Recruitment Of Numa To Mitotic Centrosomes,Reactome,1.327,-1.257,0.2257,0.695,NS,25
GOBP_KERATINOCYTE_DIFFERENTIATION,Keratinocyte Differentiation,GO:BP,1.619,-0.964,0.09455,1,NS,18
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,Regulation Of Cation Channel Activity,GO:BP,-1.38,-1.203,0.2722,0.9096,NS,15
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,Wp Glycogen Synthesis And Degradation,WikiPathways,-1.32,1.263,0.2985,0.6957,NS,26
WP_TRYPTOPHAN_METABOLISM,Wp Tryptophan Metabolism,WikiPathways,0.852,-1.731,0.8263,0.1477,NS,13
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,Actin Filament Based Movement,GO:BP,-1.276,1.306,0.2917,0.8033,NS,45
GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS,Fructose 6 Phosphate Metabolic Process,GO:BP,-1.349,1.231,0.3192,0.911,NS,10
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,Rho Gtpases Activate Rocks,Reactome,1.542,1.038,0.1056,0.9658,NS,13
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,Hsf1 Dependent Transactivation,Reactome,-1.407,1.173,0.172,0.8115,NS,19
WP_OMEGA6FATTY_ACIDS_IN_SENESCENCE,Wp Omega6fatty Acids In Senescence,WikiPathways,1.353,-1.227,0.3162,0.7335,NS,15
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT,Hematopoietic Or Lymphoid Organ Development,GO:BP,1.205,-1.374,0.4587,0.8131,NS,10
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,Antigen Processing And Presentation Of Exogenous Antigen,GO:BP,1.639,-0.937,0.09245,1,NS,12
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,Positive Regulation Of Exocytosis,GO:BP,1.311,-1.265,0.3388,0.836,NS,21
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,Mhc Class Ii Antigen Presentation,Reactome,1.466,1.109,0.09298,0.8895,NS,54
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,Antigen Processing And Presentation Of Peptide Antigen,GO:BP,1.66,-0.914,0.07429,1,NS,19
WP_ERBB_SIGNALING,Wp Erbb Signaling,WikiPathways,-1.377,1.197,0.2573,0.7624,NS,24
GOBP_MACROMOLECULE_METHYLATION,Macromolecule Methylation,GO:BP,-1.627,0.946,0.08761,1,NS,24
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,Regulation Of Lipid Metabolic Process,GO:BP,1.445,-1.128,0.1324,0.9164,NS,66
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,Ribonucleoprotein Complex Biogenesis,GO:BP,-1.442,1.129,0.06166,0.9265,NS,108
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH,Positive Regulation Of Cell Growth,GO:BP,1.287,-1.284,0.3381,0.8131,NS,33
GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE,Negative Regulation Of Mapk Cascade,GO:BP,1.25,-1.32,0.3801,0.8033,NS,28
WP_MAPK_SIGNALING_AND_ARTD_FAMILY_MEMBERS,Wp Mapk Signaling And Artd Family Members,WikiPathways,-1.533,1.036,0.1889,0.9352,NS,12
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,Cellular Response To Alcohol,GO:BP,1.123,-1.445,0.5325,0.6741,NS,20
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS,Clathrin Dependent Endocytosis,GO:BP,1.388,1.179,0.2723,0.9573,NS,11
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION,Cortical Actin Cytoskeleton Organization,GO:BP,1.621,0.945,0.09631,1,NS,15
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,Formation Of Tubulin Folding Intermediates By Cct Tric,Reactome,1.452,-1.113,0.1477,0.9035,NS,17
