gene,logFC_Cancer_vs_Healthy,logFC_Training_CR,pi_score_CvH,pi_score_TR,significance,quadrant,imputed
LAMP1,0.9358,0.21560000000000001,0.014681,0.852054,Sig Cancer only,Concordant Up,TRUE
PDHX,-0.9306,0.2199,0.006437,0.812582,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
CISD1,-0.7825,0.3613,0.002561,0.308188,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
LHPP,1.0679,-0.0706,0.004493,0.985476,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
DCUN1D1,0.6996,-0.4348,0.015927,0.187284,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
NPC2,0.9691,-0.1632,7.68e-4,0.881038,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
TPSB2,0.9373,0.1918,0.036795,0.902742,Sig Cancer only,Concordant Up,TRUE
CAMK2B,-0.9453,0.1766,2.9e-4,0.8366,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
LRRC59,0.9744,0.1399,0.002368,0.928555,Sig Cancer only,Concordant Up,TRUE
ENDOD1,-0.8737,0.2341,0.001182,0.699494,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
HNRNPF,0.8503,-0.2559,0.018625,0.683095,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
AQP1,1.051,0.0514,0.012977,0.991638,Sig Cancer only,Concordant Up,TRUE
GNG12,1.0425,-0.059,1.76e-4,0.985608,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
EIPR1,0.7097,-0.39,0.019147,0.341329,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
TALDO1,0.793,-0.3041,0.004741,0.51010200000000006,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
ARPC3,0.8709,0.2258,0.010426,0.792102,Sig Cancer only,Concordant Up,FALSE
MPC2,-0.94,-0.1535,0.002205,0.899094,Sig Cancer only,Concordant Down,TRUE
SAMM50,-0.7531,0.3385,0.043576,0.553038,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
COQ7,-0.84,0.2497,0.006664,0.711934,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
YBX3,-0.7851,0.3024,0.031906,0.637552,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
AMPD3,-0.917,0.1695,0.017599,0.907337,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PTMS,1.0469,-0.0342,9e-5,0.995123,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
PYGL,0.7574,-0.3223,0.001471,0.348511,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
MAPT,-0.798,0.2816,0.005193,0.581558,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
KDSR,0.9842,-0.0935,0.017193,0.981272,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
KPNA3,-0.7532,0.3238,0.039712,0.579779,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
IFITM1,0.9553,-0.1198,0.00261,0.94383,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
SAMHD1,1.072,-0.0015,0.024735,0.999994,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
ADPRHL1,-1.0425,-0.0307,9.44e-4,0.996805,Sig Cancer only,Concordant Down,TRUE
PITPNA,0.9405,-0.1284,0.001042,0.924285,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
TPP1,0.7827,-0.2857,0.038511,0.670438,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
SYNE2,-0.7595,0.3081,0.029984,0.686187,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
MYH14,-1.0074,0.0589,1.15e-4,0.984624,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
HMBS,1.0611,-0.0043,0.003714,0.999945,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
DDT,0.8694,-0.1939,0.0031580000000000002,0.817016,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
CAND1,1.0083,-0.0532,2.7e-5,0.985686,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
DBNL,1.0168,0.0443,1.13e-4,0.991327,Sig Cancer only,Concordant Up,TRUE
CYFIP1,0.8788,-0.1818,0.004667,0.846815,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
RANBP1,0.9742,-0.0863,9.08e-4,0.967843,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
BTD,1.0401,0.0201,0.001059,0.998658,Sig Cancer only,Concordant Up,FALSE
EHD4,0.9078,0.1511,0.003978,0.89959,Sig Cancer only,Concordant Up,TRUE
ECI2,-0.9192,0.1391,0.003162,0.918356,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
DPYSL2,0.9766,0.0708,0.001059,0.980002,Sig Cancer only,Concordant Up,FALSE
IDH1,0.7305,-0.3164,0.013693,0.48273,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
PDIA3,1.0351,0.01,6.33e-4,0.999656,Sig Cancer only,Concordant Up,FALSE
SUMO2,0.9025,-0.1426,8.39e-4,0.897977,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
PPP1R12B,1.0089,-0.0301,0.039533,0.99793,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
ANP32A,0.9373,-0.1016,2.7e-5,0.936533,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
TXLNB,-0.9018,-0.1335,0.03559,0.949211,Sig Cancer only,Concordant Down,TRUE
HLA-DRA,0.6354,-0.3997,0.036578,0.28045,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
CSE1L,-0.8843,0.1501,5.1e-5,0.838643,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
PITHD1,1.0006,-0.0338,6.11e-4,0.995303,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
CPT2,-0.7933,0.2407,0.010119,0.716033,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
CTSD,0.8104,-0.2219,0.004667,0.738402,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
ITGB1,0.7763,-0.2539,0.015292,0.69403,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
SDHD,-1.0217,0.004,0.005428,0.999955,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PACSIN2,0.7028,-0.3196,0.007232,0.40575,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
NNT,-0.7225,0.2998,0.013488,0.517486,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
LDHB,0.801,-0.2136,0.029787,0.821971,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
PDHB,-0.6849,0.3273,0.03894,0.493882,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
MYH9,0.9563,0.0532,0.002021,0.989374,Sig Cancer only,Concordant Up,FALSE
ELAVL1,0.8148,-0.1934,0.009888,0.826848,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
UBE2O,0.8113,0.1957,0.013493,0.831557,Sig Cancer only,Concordant Up,TRUE
DYSF,-0.7325,0.2682,0.006997,0.572691,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
SNX1,0.9139,-0.0816,0.01861,0.978872,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
CAMK2D,-0.553,0.4372,0.037702,0.086131,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
PGAM1,0.6219,-0.3666,0.019823,0.242946,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
BCAP29,-0.6695,0.3189,0.033982,0.511746,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PSMF1,0.794,-0.1936,0.023256,0.84423,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
PIP4K2B,-0.77,0.2161,0.004987,0.764648,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
ARPP19,-0.7685,-0.2172,0.003584,0.71683,Sig Cancer only,Concordant Down,TRUE
NME1,0.8425,-0.1427,1.73e-4,0.857,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
ENDOG,-0.7423,-0.2404,0.046993,0.771225,Sig Cancer only,Concordant Down,TRUE
TUBB,0.8159,-0.1663,0.017013,0.885455,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
SCCPDH,-0.6481,0.3327,0.022938,0.379207,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
SLC25A20,-0.6788,0.2985,0.045862,0.577535,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
CNIH4,-0.6141,0.3594,0.026445,0.285018,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PTPA,0.6907,-0.2791,0.031247,0.605278,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
SDCBP,0.7444,-0.224,0.015009,0.741685,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
CYB5R1,-0.744,0.2205,0.006818,0.712327,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
HNRNPA1,0.8075,-0.154,0.001902,0.86007,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
APOO,-0.7372,0.2233,0.049314,0.797308,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
APOBEC2,-0.9537,0.006,0.028431,0.999912,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
FARSB,-0.8339,0.123,3e-6,0.85222,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
MYL12B,0.7929,0.1633,0.004108,0.852272,Sig Cancer only,Concordant Up,FALSE
SLC25A3,-0.6266,0.3288,0.014353,0.317042,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
DNAJB1,0.7248,0.2281,0.035462,0.766364,Sig Cancer only,Concordant Up,TRUE
GCLM,0.9324,-0.0195,0.004492,0.998709,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
FIS1,-0.6835,0.2671,0.011109,0.552805,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
NLRX1,-0.8256,0.1249,0.010707,0.93843,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
ATP2B4,0.892,-0.058,0.001616,0.985574,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
COA3,-0.8412,0.1072,0.020111,0.961534,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PARVA,0.9272,-0.02,0.001864,0.998517,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
ECPAS,-0.8087,0.1376,0.001116,0.882508,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
NCLN,0.7962,0.1488,0.022128,0.928461,Sig Cancer only,Concordant Up,TRUE
SYPL2,-0.8924,0.0481,2.5e-4,0.987823,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
TIMM50,-0.7303,0.2088,0.03116,0.820693,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
EHBP1L1,-0.7956,0.1382,0.001355,0.883751,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
JSRP1,-0.8354,-0.0969,0.013316,0.963718,Sig Cancer only,Concordant Down,TRUE
NEK9,-0.6325,-0.2996,0.012313,0.472443,Sig Cancer only,Concordant Down,TRUE
CMPK1,0.7272,-0.2042,0.009873,0.7574,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
MFN2,-0.8314,0.0954,9.79e-4,0.948494,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
ATG3,0.916,-0.0087,5.89e-4,0.999688,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
CFL1,0.7194,-0.203,0.020972,0.787107,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
DMAC2L,-0.8608,-0.0589,0.002259,0.985029,Sig Cancer only,Concordant Down,TRUE
FABP5,0.7416,-0.1752,0.035345,0.868227,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
RPS9,-0.7358,0.1788,0.00126,0.757134,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
TXN,0.692,-0.2217,0.012572,0.698271,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
ABHD14B,0.7867,-0.1265,8.65e-4,0.893052,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
CYGB,0.7432,-0.1697,0.045462,0.891515,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
YWHAZ,0.9019,-0.0101,0.012612,0.999688,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
RPS2,-0.5777,0.3337,0.003808,0.145613,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
ATP1B1,-0.7924,0.1184,0.014328,0.939122,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PDXK,0.809,-0.0984,0.003106,0.949749,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
HSPA2,-0.8431,-0.0623,0.020462,0.986828,Sig Cancer only,Concordant Down,TRUE
CUL5,-0.7084,0.1967,0.020811,0.794169,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
HLA-B,0.8208,-0.0837,7.98e-4,0.958604,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
ATP2A2,-0.8342,0.07,0.018845,0.982622,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
CTSZ,0.8732,-0.0305,0.006013,0.996633,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
COQ8A,-0.7883,0.1145,0.006449,0.934435,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
EML1,-0.7892,0.1112,0.003691,0.93416,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
GARS1,-0.6485,0.2495,0.013994,0.581781,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
IMPA2,-0.798,-0.0967,0.046565,0.969943,Sig Cancer only,Concordant Down,TRUE
FHL1,-0.5798,0.3141,0.044718,0.40142099999999997,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
SYNJ2BP,-0.6043,0.2878,0.027877,0.464986,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
MT-ND5,-0.766,0.1239,0.031847,0.939232,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
CLIC4,0.7248,0.1636,0.010587,0.847564,Sig Cancer only,Concordant Up,FALSE
ACOT9,-0.638,0.2449,0.007826,0.544954,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
HSPB7,-0.6716,0.2076,0.030303,0.764701,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
TMEM11,-0.6547,0.2237,0.024644,0.71098,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
VPS28,-0.8281,0.0495,0.003884,0.990309,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
DSTN,0.7985,-0.0779,0.002208,0.967187,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
PSMD5,0.789,-0.0859,0.004403,0.964974,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
SEPTIN11,0.7229,0.1519,0.01776,0.883007,Sig Cancer only,Concordant Up,TRUE
DBT,-0.7848,-0.0877,0.005768,0.963435,Sig Cancer only,Concordant Down,TRUE
DHRS7B,-0.8373,0.0351,0.002395,0.994564,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
CAND2,-0.7085,-0.1631,0.029658,0.871309,Sig Cancer only,Concordant Down,TRUE
RPL14,0.7508,0.1193,0.046842,0.948403,Sig Cancer only,Concordant Up,TRUE
FUNDC2,-0.7163,0.1521,0.032549,0.893314,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
MRPL46,-0.7943,0.0739,0.03437,0.981331,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
CAVIN4,-0.6923,0.1735,0.041528,0.858334,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
DIABLO,-0.778,-0.0865,0.002144,0.956696,Sig Cancer only,Concordant Down,TRUE
ECHDC1,0.8587,2e-4,0.009987,1,Sig Cancer only,Concordant Up,TRUE
AIMP2,-0.6405,0.2181,0.02523,0.703934,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
NOL3,-0.7722,0.0848,0.012551,0.967735,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
TRAP1,-0.6473,0.2074,0.03121,0.749401,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
EPRS1,-0.6287,0.226,0.0055,0.573469,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
FHOD1,-0.7072,0.141,0.018867,0.897135,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
ILK,0.7707,-0.0765,0.002362,0.966535,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
SEPTIN7,0.7684,0.0787,0.010121,0.971092,Sig Cancer only,Concordant Up,FALSE
ATP1A1,-0.641,0.2048,0.029181,0.747144,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
RSU1,0.6887,-0.1563,0.026696,0.872262,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
PFKL,-0.7882,0.0557,0.011229,0.986903,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
NME2,0.7649,0.0768,0.004457,0.96859,Sig Cancer only,Concordant Up,FALSE
ATP1A2,-0.7978,0.0415,0.009231,0.992851,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
ARHGDIA,0.7393,-0.0995,0.012221,0.950392,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
LPP,0.8005,0.0326,0.007307,0.995506,Sig Cancer only,Concordant Up,TRUE
BOLA2,0.7612,0.0689,0.010324,0.977016,Sig Cancer only,Concordant Up,TRUE
CLTC,0.6225,0.207,0.042702,0.749679,Sig Cancer only,Concordant Up,FALSE
CLIP2,-0.7771,0.0521,0.003438,0.987434,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
HADHB,-0.6296,0.1992,0.017953,0.725959,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
LACTB,-0.8238,0.0047,0.005069,0.99991,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
BCL2L13,-0.7169,0.1115,0.014659,0.935094,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
CLIC5,-0.7597,0.0676,0.013535,0.97996,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
RARS1,-0.6581,0.1674,0.005868,0.786119,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
TTLL12,0.7748,0.0446,0.022176,0.993245,Sig Cancer only,Concordant Up,TRUE
RHOA,0.5817,-0.2339,0.03358,0.617824,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
OPTN,-0.6366,0.1779,0.049056,0.836147,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
LRRC47,-0.7453,0.0586,0.005593,0.981977,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
ALDH16A1,0.793,-0.0076,0.008034,0.999762,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
RYR1,-0.7131,-0.0875,0.032766000000000003,0.966805,Sig Cancer only,Concordant Down,TRUE
PSME2,0.6962,-0.1035,0.014011,0.940919,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
ACTR3,0.5847,0.2137,0.020015,0.645172,Sig Cancer only,Concordant Up,FALSE
DLAT,-0.6155,0.1798,0.035326,0.79922,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
ETFDH,-0.6396,0.155,0.048882,0.874381,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
HNRNPK,0.5639,-0.2296,0.033995,0.610027,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
ISOC1,-0.6783,-0.115,0.011806,0.921975,Sig Cancer only,Concordant Down,TRUE
HSP90B1,0.7816,-0.0111,0.017013,0.999546,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
RPL27A,0.7416,0.0486,0.017733,0.989797,Sig Cancer only,Concordant Up,FALSE
KARS1,-0.6204,0.1661,0.009113,0.779496,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
KPNA1,-0.6641,-0.1216,0.035961,0.927369,Sig Cancer only,Concordant Down,TRUE
ACTR2,0.6227,0.1618,0.005875,0.777024,Sig Cancer only,Concordant Up,FALSE
GNAS,0.5929,-0.1866,0.023021,0.74331,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
C11orf54,-0.7577,-0.0206,0.025702,0.998429,Sig Cancer only,Concordant Down,FALSE
AKAP1,-0.6391,-0.1392,0.040473,0.905904,Sig Cancer only,Concordant Down,TRUE
STAM,0.7552,-0.0223,0.004803,0.997552,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
PPCS,0.6758,0.0992,0.00492,0.940882,Sig Cancer only,Concordant Up,TRUE
MAVS,-0.77,0.0017,2.52e-4,0.999983,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
ARF1,0.7347,0.0366,0.00962,0.993628,Sig Cancer only,Concordant Up,FALSE
CLASP2,-0.6225,-0.1433,0.022838,0.883799,Sig Cancer only,Concordant Down,TRUE
SLC37A4,-0.7576,-0.0068,0.008481,0.999812,Sig Cancer only,Concordant Down,TRUE
HADHA,-0.578,0.1848,0.020765,0.729527,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
CACNB1,-0.6837,-0.061,0.034437,0.983702,Sig Cancer only,Concordant Down,TRUE
NUTF2,0.5775,-0.1666,0.004677,0.714298,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
PGLS,0.7158,0.0281,0.002982,0.995454,Sig Cancer only,Concordant Up,FALSE
ELOB,-0.5869,0.1559,0.027901,0.827108,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
USO1,-0.7301,0.0114,0.004322,0.99933399999999994,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
EEF1A1,0.6381,-0.0935,0.032793,0.952602,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
HSPB2,-0.5608,0.1705,0.038214,0.788295,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PTER,-0.6917,-0.0325,0.013495,0.995819,Sig Cancer only,Concordant Down,TRUE
ZYX,0.6474,-0.0767,0.014678,0.964404,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
BLVRA,0.6752,0.0485,0.014169,0.987465,Sig Cancer only,Concordant Up,FALSE
FYCO1,-0.5794,-0.1418,0.043994,0.874027,Sig Cancer only,Concordant Down,TRUE
TRIP10,-0.5603,0.1568,0.037936,0.821868,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
STUB1,-0.636,0.0798,0.045619,0.969549,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
DYNC1LI1,-0.5575,0.1575,0.020881,0.792424,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
SLC35A4,-0.6862,0.0189,0.045192,0.998726,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
CAST,0.6539,-0.045,0.011095,0.988166,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
GNB2,0.6156,-0.081,0.034667,0.963076,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
DNPEP,-0.5804,0.1162,0.020668,0.899148,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
AP2A1,0.5944,0.0991,0.011493,0.923473,Sig Cancer only,Concordant Up,FALSE
MAPRE3,-0.6357,-0.0573,0.030479,0.983827,Sig Cancer only,Concordant Down,TRUE
LARS1,-0.5155,0.1762,0.044175,0.76107,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
DARS1,-0.5839,0.1065,0.011313,0.9071,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
MAOB,-0.578,-0.104,0.032255,0.927483,Sig Cancer only,Concordant Down,FALSE
TBCA,0.6148,-0.0661,0.022135,0.973545,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
PRKAR2A,-0.6216,0.051,0.013328,0.983559,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
PBXIP1,-0.54990000000000006,0.1166,0.042829,0.90442,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
HBS1L,-0.5693,0.0953,0.035754,0.943137,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
XPNPEP1,-0.6596,0.0048,0.005657,0.99987,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
RPS3,-0.4789,0.1849,0.047828,0.677441,Sig Cancer only,Discordant (Cancer Down / Training Up),FALSE
FAM114A2,0.6158,-0.0427,0.046058,0.991036,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
EIF3B,-0.5475,0.097,0.007923,0.907439,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
OPLAH,-0.6134,0.0286,0.031314,0.995731,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PPID,-0.6208,-0.0167,0.035836,0.998759,Sig Cancer only,Concordant Down,TRUE
MTPN,0.543,-0.0893,0.029594,0.939714,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
COPS7A,-0.5284,0.0845,0.030848,0.943956,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
PSMD9,0.5969,-0.0107,0.029119,0.999389,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
HNRNPH1,0.5257,-0.0262,0.005808,0.993647,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
EIF3J,-0.5034,0.0358,0.038527,0.990654,Sig Cancer only,Discordant (Cancer Down / Training Up),TRUE
EIF3C,-0.4796,-0.0139,0.038973,0.998665,Sig Cancer only,Concordant Down,TRUE
CES1,2.0423,-1.3377,0.060965,0.022992,Sig Training only,Discordant (Cancer Up / Training Down),TRUE
ABLIM2,0.7273,1.9339,0.093775,0,Sig Training only,Concordant Up,TRUE
FTL,0.5746,1.9556,0.455969,0,Sig Training only,Concordant Up,FALSE
RBM3,0.679,-1.7615,0.299069,1.34e-4,Sig Training only,Discordant (Cancer Up / Training Down),TRUE
SLC41A3,-0.7234,1.506,0.399643,0.005579,Sig Training only,Discordant (Cancer Down / Training Up),TRUE
SELENOO,-0.3682,1.537,0.753394,0.001207,Sig Training only,Discordant (Cancer Down / Training Up),TRUE
MRPL13,-0.7621,1.1071,0.056868,0.003394,Sig Training only,Discordant (Cancer Down / Training Up),TRUE
MYOZ1,0.4674,1.2979,0.710941,0.011088,Sig Training only,Concordant Up,TRUE
TMEM70,-0.3101,1.1174,0.799265,0.020812,Sig Training only,Discordant (Cancer Down / Training Up),TRUE
