gene,logFC_Cancer_vs_Healthy,logFC_Training_CR,pi_score_CvH,pi_score_TR,significance,quadrant,imputed
TMEM256,1.225,-0.1857,2.1e-5,0.829769,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
PAFAH1B2,0.9477,-0.4611,3.81e-4,0.155006,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
TNXB,0.9907,0.4086,0.026019,0.509117,Sig Cancer only,Concordant Up,TRUE
SLC25A46,-1.0791,0.3197,7.77e-4,0.726656,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
PTGDS,1.3249,-0.0715,0.023042,0.988016,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
FLNA,1.263,0.1286,1.1e-5,0.935692,Sig Cancer only,Concordant Up,FALSE
AHNAK,1.3803,-0.0111,1.36e-4,0.9997,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
APMAP,1.3436,-0.0393,1.5e-5,0.995252,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
HNRNPA3,0.9646,-0.4168,0.014573,0.483435,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CAP1,1.2913,0.0888,5e-6,0.970316,Sig Cancer only,Concordant Up,FALSE
CD58,1.3528,0.0215,0.001799,0.99866,Sig Cancer only,Concordant Up,TRUE
SULT1A1,1.2924,0.0665,5.22e-4,0.98782,Sig Cancer only,Concordant Up,TRUE
STEAP4,0.9077,0.4476,0.004001,0.486269,Sig Cancer only,Concordant Up,TRUE
AP3B1,1.2541,-0.1006,0.008035,0.977501,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
GNB1,1.0843,-0.2642,2.74e-4,0.704837,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CORO1B,1.1899,0.1569,0.010136,0.930138,Sig Cancer only,Concordant Up,TRUE
RAP1B,1.2814,-0.0647,5.9e-5,0.986905,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
STBD1,-0.9962,0.3476,0.001711,0.526248,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
MT-ND3,-1.0566,0.2835,0.024378,0.805123,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
GNAI1,1.3088,-0.0296,0.010159,0.99828,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
PGD,1.1772,-0.1546,5.8e-5,0.904105,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
MPP1,1.2964,-0.0322,1e-5,0.996647,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
LYZ,1.1907,-0.1378,9.52e-4,0.931268,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
TGFBI,1.1941,0.1331,0.003169,0.954921,Sig Cancer only,Concordant Up,TRUE
FBP1,-0.8488,0.4776,0.03835,0.3541,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
SLC25A6,-0.9754,0.3478,0.009554,0.604129,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
PLS3,1.021,0.2974,0.001372,0.648727,Sig Cancer only,Concordant Up,FALSE
CST3,1.0859,0.2233,0.001467,0.829232,Sig Cancer only,Concordant Up,TRUE
PPIB,1.056,0.2503,9.25e-4,0.753483,Sig Cancer only,Concordant Up,FALSE
PICALM,1.0089,0.2915,0.004174,0.684963,Sig Cancer only,Concordant Up,TRUE
SORD,0.7742,-0.5199,0.006085,0.087168,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
MTM1,-0.9586,0.3333,0.002827,0.626092,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
DDT,0.9839,-0.3034,2.74e-4,0.544769,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
GYPC,0.9901,0.2927,0.005991,0.698823,Sig Cancer only,Concordant Up,TRUE
MYL9,0.8092,0.4732,0.033317,0.280595,Sig Cancer only,Concordant Up,TRUE
PITHD1,1.1195,-0.1623,1e-5,0.853151,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
IQGAP1,0.8357,0.4406,0.013145,0.303121,Sig Cancer only,Concordant Up,FALSE
NDUFA4,-1.1154,0.1566,3e-6,0.864592,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
PTPA,0.8345,-0.4283,8.9e-4,0.163953,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ZBTB9,-0.89,0.3696,0.017421,0.534683,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
LGALS3,1.22,0.0388,6.84e-4,0.995963,Sig Cancer only,Concordant Up,FALSE
STX4,-0.7653,-0.4917,0.011028,0.315227,Sig Cancer only,Concordant Down,TRUE
HINT3,-0.9934,0.2409,3.43e-4,0.719917,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
GNAI2,1.2052,0.0289,1.23e-4,0.997372,Sig Cancer only,Concordant Up,FALSE
ATP5F1D,-0.7961,0.4367,0.009235,0.241942,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
ATP6V1H,1.0133,-0.2193,9.3e-5,0.750864,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
RRAS,0.8525,-0.379,0.006464,0.400985,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
AP2A2,1.1363,0.0925,3.18e-4,0.965764,Sig Cancer only,Concordant Up,TRUE
EPB41L2,1.1867,-0.0383,2.5e-5,0.994585,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SLC16A1,-0.8084,0.4148,0.03839,0.427708,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
SEPTIN10,0.8044,-0.4183,0.029465,0.495546,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ANXA4,1.0049,0.2133,3.89e-4,0.78469,Sig Cancer only,Concordant Up,FALSE
EIF4B,0.8896,-0.3275,0.005672,0.548042,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
NID1,1.2012,0.0129,0.003443,0.999614,Sig Cancer only,Concordant Up,TRUE
CTTN,1.1101,-0.1032,1.4e-5,0.949079,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PYGL,0.8307,-0.379,3.03e-4,0.209012,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
GUK1,1.0669,-0.141,8.02e-4,0.92124,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
PLN,-1.0908,-0.1151,8.4e-4,0.955552,Sig Cancer only,Concordant Down,TRUE
TNS1,0.8873,-0.316,0.002045,0.520847,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
HMBS,1.1229,-0.0783,0.001757,0.98032,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ACAD8,-0.9041,-0.293,0.008821,0.667422,Sig Cancer only,Concordant Down,TRUE
DHRS7C,-0.8906,0.3003,0.005177,0.61785,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CYB5A,1.0471,-0.1416,0.011349,0.945902,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ANK3,-1.0496,0.1222,6e-6,0.927763,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CSRP3,-0.7575,0.4083,0.016597,0.305283,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
PPIA,1.1106,-0.0533,5.86e-4,0.990674,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
LHPP,1.0771,-0.084,0.005018,0.97974000000000006,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
KCTD12,1.0347,0.1176,1.21e-4,0.936881,Sig Cancer only,Concordant Up,TRUE
MSN,1.1184,0.0296,1.37e-4,0.996867,Sig Cancer only,Concordant Up,FALSE
LRRC59,0.7687,0.3764,0.013484,0.405402,Sig Cancer only,Concordant Up,TRUE
LAMP1,0.9742,0.1708,0.010824,0.910593,Sig Cancer only,Concordant Up,TRUE
NME1,0.9239,-0.2203,1.1e-5,0.634585,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CYFIP1,0.9138,-0.2281,0.003675,0.766173,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
FLOT2,0.9169,-0.2197,4.51e-4,0.731,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
DCUN1D1,0.6982,-0.4377,0.016261,0.180989,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
TLN1,1.1297,-0.006,2.5e-5,0.999861,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CAND1,1.0472,-0.086,1.7e-5,0.961715,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
LAMC1,1.13,-1e-4,0.010627,1,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SLC25A11,-0.8918,0.2226,0.01171,0.810461,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
RAB1A,1.0462,0.0674,4e-6,0.975296,Sig Cancer only,Concordant Up,TRUE
ARPC3,0.7925,0.3169,0.025457,0.592903,Sig Cancer only,Concordant Up,FALSE
CTNNA1,0.6869,-0.4225,0.039648,0.294067,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CAMK2B,-0.9381,0.1692,2.69e-4,0.846529,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
AQP1,1.0376,0.0696,0.017717,0.984875,Sig Cancer only,Concordant Up,TRUE
ESYT1,0.8496,-0.256,0.014349,0.734188,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
AGFG1,0.9642,0.1369,0.02929,0.947136,Sig Cancer only,Concordant Up,TRUE
GPD1,0.7464,-0.3501,0.011254,0.396363,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
HDLBP,1.0768,-0.0197,7.37e-4,0.998761,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
BTD,1.0728,-0.0223,7.26e-4,0.998377,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
MPC2,-0.8569,-0.2344,0.006782,0.751824,Sig Cancer only,Concordant Down,TRUE
MYH14,-1.0193,0.0719,1.01e-4,0.976715,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CUL4A,-0.7217,0.3689,0.048526,0.459915,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
HNRNPF,0.8381,-0.2462,0.024049,0.712561,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
EIPR1,0.6939,-0.3835,0.021574,0.347236,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
EHD4,0.8474,0.2267,0.009324,0.7656,Sig Cancer only,Concordant Up,TRUE
DBNL,0.93,0.1399,3.3e-4,0.893406,Sig Cancer only,Concordant Up,TRUE
KPNA3,-0.7457,0.32,0.039255,0.579348,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
PTRHD1,-0.8778,0.1874,0.018485,0.881874,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
DPYSL2,0.9392,0.1254,0.00248,0.934952,Sig Cancer only,Concordant Up,FALSE
IFITM1,0.9474,-0.1164,0.002762,0.946657,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
PDIA3,0.9163,0.1461,0.00216,0.903876,Sig Cancer only,Concordant Up,FALSE
AMPD3,-0.9029,0.1591,0.018967,0.917332,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
ADPRHL1,-1.0321,-0.0296,8.48e-4,0.996955,Sig Cancer only,Concordant Down,TRUE
SYNE2,-0.7598,0.3005,0.02941,0.698612,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
PDHX,-0.8807,0.1794,0.011904,0.876183,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
RANBP1,0.9656,-0.0774,0.001411,0.975233,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CSPG4,0.9011,-0.1398,0.025923,0.92869,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
TALDO1,0.7729,-0.2679,0.00878,0.624349,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PAFAH1B3,0.8424,-0.1933,0.013647,0.846094,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
TXLNB,-0.9005,-0.135,0.034568,0.947366,Sig Cancer only,Concordant Down,TRUE
FBLN2,1.0334,-2e-4,1.56e-4,1,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
RPL30,-0.6045,0.424,0.035022,0.155028,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
MYH9,0.8617,0.1666,0.006375,0.877331,Sig Cancer only,Concordant Up,FALSE
PPP1R12B,1.0029,-0.0242,0.041158,0.998659,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
PTMS,0.9371,0.0881,2.63e-4,0.960394,Sig Cancer only,Concordant Up,TRUE
LDHB,0.8169,-0.1998,0.032297,0.85307,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PSMF1,0.8106,-0.199,0.023736,0.841927,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SDHD,-1.0092,-3e-4,0.0056,1,Sig Cancer only,Concordant Down,TRUE
COQ3,-0.9198,-0.0828,0.020332,0.979654,Sig Cancer only,Concordant Down,TRUE
UBE2O,0.808,0.194,0.013797,0.833503,Sig Cancer only,Concordant Up,TRUE
RHOG,0.9784,-0.0234,0.010081,0.998569,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ENDOD1,-0.8191,0.178,0.002937,0.825464,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
GNG12,0.9578,0.0385,5.93e-4,0.99381,Sig Cancer only,Concordant Up,FALSE
TSFM,-0.6905,0.3031,0.026217,0.58555,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
PIP4K2B,-0.7773,0.2159,0.004335,0.764073,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
PITPNA,0.9142,-0.0776,0.002398,0.97507,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ARPP19,-0.7679,-0.2166,0.003335,0.714375,Sig Cancer only,Concordant Down,TRUE
ARHGDIB,0.9358,-0.0444,0.023538,0.99451,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ENDOG,-0.7455,-0.2339,0.043181,0.780339,Sig Cancer only,Concordant Down,TRUE
DYSF,-0.7166,0.2624,0.006839,0.570187,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
SLC25A20,-0.678,0.2994,0.044374,0.569819,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
CNIH4,-0.6161,0.3611,0.024574,0.275496,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CLIC2,0.9626,-0.0146,0.009762,0.999411,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ANP32A,0.9113,-0.0629,7.2e-5,0.977605,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
MYL12B,0.7446,0.2263,0.009341,0.711949,Sig Cancer only,Concordant Up,FALSE
CTSD,0.788,-0.1816,0.008665,0.833323,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
HNRNPA2B1,0.9144,-0.054,1.46e-4,0.984422,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ARF1,0.8727,-0.0924,2.77e-4,0.949703,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
MAPT,-0.7387,0.2262,0.011322,0.717184,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
PDXK,0.839,-0.1228,0.002307,0.921725,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ALDH5A1,-0.7432,0.2176,0.022587,0.772902,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
GCLM,0.9336,-0.0222,0.00457,0.998334,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CISD1,-0.6791,0.2747,0.008418,0.505089,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
DNAJB1,0.7152,0.2385,0.04402,0.750903,Sig Cancer only,Concordant Up,TRUE
SDCBP,0.736,-0.2174,0.020243,0.765528,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
NLRX1,-0.8305,0.1216,0.009842,0.941559,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
NCLN,0.8179,0.1314,0.016639,0.944453,Sig Cancer only,Concordant Up,TRUE
COA3,-0.8421,0.1057,0.019159,0.962277,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
NEK9,-0.6594,-0.2788,0.009455,0.541023,Sig Cancer only,Concordant Down,TRUE
ECPAS,-0.7978,0.1329,0.001051,0.886663,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
ACSL3,-0.7599,0.1706,0.005176,0.829481,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
C20orf27,0.8813,-0.0473,0.033674,0.992513,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
PSMD5,0.8167,-0.1116,0.003603,0.940886,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
MFN2,-0.8335,0.0926,9.03e-4,0.951254,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
JSRP1,-0.8307,-0.095,0.012709,0.964454,Sig Cancer only,Concordant Down,TRUE
IDH1,0.6768,-0.2476,0.028494,0.665929,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SYPL2,-0.8739,0.0491,2.29e-4,0.986675,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
DMAC2L,-0.8638,-0.0592,0.001991,0.984691,Sig Cancer only,Concordant Down,TRUE
PARVA,0.863,0.0585,0.004794,0.986362,Sig Cancer only,Concordant Up,TRUE
YWHAZ,0.8579,0.0575,0.025219,0.989611,Sig Cancer only,Concordant Up,FALSE
NPC2,0.8651,-0.0479,0.002373,0.99018,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ATG3,0.869,0.0367,0.001508,0.994079,Sig Cancer only,Concordant Up,TRUE
SYNJ2BP,-0.6071,0.2943,0.027986,0.449182,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
ATP1B1,-0.781,0.1158,0.014263,0.940164,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CLIC4,0.6417,0.2539,0.025637,0.605414,Sig Cancer only,Concordant Up,FALSE
PGAM1,0.6034,-0.2916,0.029035,0.455819,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CALM1,0.771,-0.1213,0.0309,0.941964,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
IMPA2,-0.7852,-0.1068,0.049851,0.962416,Sig Cancer only,Concordant Down,TRUE
RPS2,-0.5614,0.3252,0.005193,0.159816,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
RAN,0.6543,-0.2311,0.003369,0.557073,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
FARSB,-0.793,0.0884,1e-5,0.92617,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
ABHD14B,0.7772,-0.1035,0.001494,0.933096,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SEPTIN11,0.6697,0.211,0.034378,0.765323,Sig Cancer only,Concordant Up,TRUE
MT-ND5,-0.7582,0.1218,0.032254,0.940244,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
RPL14,0.8257,0.0486,0.028521,0.992513,Sig Cancer only,Concordant Up,TRUE
ECI2,-0.8239,0.0501,0.009853,0.990098,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
VPS28,-0.8303,0.0433,0.003606,0.992633,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CSE1L,-0.8036,0.0692,1.27e-4,0.96565,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
GNAS,0.6407,-0.232,0.010315,0.605778,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ECHDC1,0.7885,0.0823,0.024434,0.974955,Sig Cancer only,Concordant Up,TRUE
HNRNPA1,0.7638,-0.1067,0.004327,0.936047,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SCCPDH,-0.5935,0.2753,0.043161,0.530564,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
DBT,-0.818,-0.0501,0.003645,0.988809,Sig Cancer only,Concordant Down,TRUE
TMEM11,-0.647,0.2188,0.024019,0.714748,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
ATP5PD,-0.6336,0.2316,0.04207,0.695728,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
CAND2,-0.696,-0.1671,0.029759,0.859561,Sig Cancer only,Concordant Down,TRUE
ELAVL1,0.7343,-0.1281,0.023933,0.924484,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
DIABLO,-0.7204,-0.1411,0.005273,0.873344,Sig Cancer only,Concordant Down,TRUE
NME2,0.8118,0.0497,0.003141,0.988184,Sig Cancer only,Concordant Up,FALSE
SEPTIN7,0.7439,0.1161,0.017072,0.9359,Sig Cancer only,Concordant Up,FALSE
DHRS7B,-0.8294,0.0278,0.002405,0.996583,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
VPS29,0.7074,-0.1491,0.023514,0.890781,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CTSZ,0.7654,0.0899,0.020108,0.966865,Sig Cancer only,Concordant Up,TRUE
NNT,-0.6277,0.2251,0.032561,0.689274,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
ALDH16A1,0.8158,-0.0353,0.00648,0.994742,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CAVIN4,-0.681,0.1698,0.042256,0.860526,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
SNX1,0.842,-0.0046,0.040728,0.99994,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
LPP,0.7303,0.115,0.018793,0.936253,Sig Cancer only,Concordant Up,TRUE
ILK,0.7749,-0.0702,0.002979,0.973126,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
TXN,0.672,-0.1702,0.020496,0.82995,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CLIP2,-0.7844,0.0564,0.002773,0.984984,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CLTC,0.6825,0.1566,0.022635,0.864446,Sig Cancer only,Concordant Up,FALSE
PACSIN2,0.6115,-0.2266,0.02107,0.648537,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SLC25A3,-0.5562,0.2813,0.033072,0.429537,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
STAM,0.7773,-0.0601,0.003629,0.98105,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ATP2B4,0.8325,0.004,0.003988,0.999938,Sig Cancer only,Concordant Up,TRUE
CPT2,-0.6919,0.144,0.027378,0.894044,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
GAPVD1,0.7675,-0.0665,0.021119,0.983555,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ARFIP1,0.768,-0.0634,0.02989,0.987969,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
BOLA2,0.7244,0.1061,0.01921,0.943613,Sig Cancer only,Concordant Up,TRUE
FHOD1,-0.6959,0.1338,0.018474,0.904287,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
ITGB1,0.684,-0.145,0.036635,0.897124,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
RARS1,-0.6588,0.1662,0.005222,0.785141,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
LACTB,-0.8205,0.0027,0.004833,0.99997,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
ATP1A2,-0.785,0.0377,0.009147,0.993921,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
NUTF2,0.6257,-0.195,0.002728,0.639228,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
TUBB,0.7502,-0.0642,0.036624,0.984577,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ACOT9,-0.599,0.2136,0.013804,0.637045,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
SUMO2,0.7967,-0.0136,0.001978,0.999124,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
TTLL12,0.7663,0.0424,0.021784,0.993777,Sig Cancer only,Concordant Up,TRUE
BLVRA,0.7667,-0.0417,0.001916,0.990321,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PSME2,0.702,-0.1049,0.013075,0.939227,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CLIC5,-0.7473,0.0593,0.013536,0.98427,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
LANCL2,-0.6351,-0.1682,0.049977,0.870651,Sig Cancer only,Concordant Down,TRUE
RPL27A,0.6727,0.1288,0.038464,0.918334,Sig Cancer only,Concordant Up,FALSE
ISOC1,-0.6075,-0.1938,0.027029,0.752075,Sig Cancer only,Concordant Down,TRUE
ACTR3,0.6036,0.1956,0.016004,0.706271,Sig Cancer only,Concordant Up,FALSE
EPRS1,-0.6,0.1974,0.00926,0.666385,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
MAVS,-0.7856,0.0116,2.25e-4,0.999189,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
HSP90B1,0.7305,0.0651,0.034508,0.983097,Sig Cancer only,Concordant Up,FALSE
KPNA1,-0.672,-0.1232,0.033227,0.925463,Sig Cancer only,Concordant Down,TRUE
RSU1,0.6675,-0.1241,0.03957,0.923956,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
RYR1,-0.7014,-0.0898,0.03236,0.963642,Sig Cancer only,Concordant Down,TRUE
ACTR2,0.5962,0.1916,0.010167,0.6865,Sig Cancer only,Concordant Up,FALSE
AKAP1,-0.6426,-0.1421,0.037492,0.900577,Sig Cancer only,Concordant Down,TRUE
EML1,-0.7345,0.0492,0.009712,0.988404,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
DSTN,0.756,-0.0209,0.004816,0.997885,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
GARS1,-0.5877,0.1853,0.02841,0.753578,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
C11orf54,-0.6956,-0.0773,0.048657,0.975505,Sig Cancer only,Concordant Down,FALSE
ELOB,-0.597,0.1754,0.023818,0.778052,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
PPCS,0.6707,0.1012,0.004645,0.936762,Sig Cancer only,Concordant Up,TRUE
EHBP1L1,-0.72,0.0516,0.004894,0.985375,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CLASP2,-0.6229,-0.1478,0.020882,0.873495,Sig Cancer only,Concordant Down,TRUE
COQ7,-0.6834,0.0856,0.024007,0.963714,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
SLC37A4,-0.7618,-0.0032,0.007598,0.999957,Sig Cancer only,Concordant Down,TRUE
HLA-B,0.7523,-0.012,0.0028,0.999251,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
PTER,-0.6445,-0.1123,0.02786,0.944171,Sig Cancer only,Concordant Down,TRUE
FIS1,-0.5811,0.1735,0.029882,0.782376,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
DLAT,-0.5844,0.1667,0.048708,0.824454,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
CYB5R1,-0.6269,0.123,0.021077,0.902541,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
PGLS,0.743,0.0036,0.002127,0.999933,Sig Cancer only,Concordant Up,FALSE
CACNB1,-0.6826,-0.0636,0.03322,0.981959,Sig Cancer only,Concordant Down,TRUE
ARHGDIA,0.7024,-0.0424,0.023345,0.991932,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CFL1,0.6458,-0.0953,0.042193,0.954465,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
GNB2,0.6405,-0.0965,0.03007,0.948591,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
RPS9,-0.6424,0.0926,0.003544,0.931307,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
